01001;13086.0;12936.0
01002;13691.0;13800.0
01003;17194.0;15786.0
01004;13185.0;12722.0
01006;11330.0;13040.0
01008;18089.0;17674.0
01009;14134.0;13218.0
01010;13635.0;13317.0
01011;11794.0;10690.0
01013;15419.0;15493.0
01014;12836.0;12833.0
01016;14151.0;14125.0
01017;12850.0;12392.0
01018;17260.0;17744.0
01019;11121.0;10422.0
01020;18204.0;17452.0
01021;15751.0;16868.0
01022;13760.0;13874.0
01023;11837.0;11330.0
01027;13754.0;13435.0
01028;11880.0;10935.0
01030;14949.0;15552.0
01031;13299.0;13146.0
01032;10392.0;10349.0
01033;10967.0;10861.0
01034;18343.0;13773.0
01036;13777.0;13625.0
01037;14052.0;15193.0
01039;12687.0;12668.0
01041;11017.0;11651.0
01042;12274.0;11915.0
01043;11169.0;10718.0
01044;18025.0;16953.0
01046;15458.0;14751.0
01047;12480.0;13316.0
01049;15548.0;13922.0
01051;12374.0;12083.0
01052;13334.0;13483.0
01053;14467.0;14221.0
01054;13821.0;13480.0
01055;14325.0;13667.0
01056;13325.0;13175.0
01057;11623.0;12178.0
01058;14794.0;14132.0
01059;14226.0;14025.0

01060;12297.0;11582.0
01061;17959.0;16509.0
01062;13591.0;12800.0
01063;16474.0;16530.0
01901;13394.0;12867.0
01902;13067.0;11910.0
02001;9690.0;9290.0
0200101;9690.0;9290.0
0200101001;9690.0;9290.0
02002;8008.0;7880.0
0200201;8008.0;7880.0
0200201001;8008.0;7880.0
02003;10795.0;10518.0
0200301;12465.0;12153.0
0200301001;15327.0;14678.0
0200301002;14450.0;14414.0
0200301003;16101.0;15332.0
0200301004;17526.0;17235.0
0200301005;14507.0;13894.0
0200301006;10620.0;10265.0
0200301007;13500.0;13715.0
0200301008;11896.0;11423.0
0200301009;13390.0;13136.0
0200301010;10195.0;9895.0
0200301011;8774.0;8589.0
0200301012;14676.0;14238.0
0200301013;10972.0;10929.0
0200301014;12100.0;11837.0
0200301015;11791.0;11254.0
0200301016;13336.0;13658.0
0200301017;10096.0;9708.0
0200302;9859.0;9594.0
0200302001;12015.0;11367.0
0200302002;10766.0;10788.0
0200302003;11885.0;11775.0
0200302004;10019.0;9807.0
0200302005;8565.0;8118.0
0200302006;8565.0;8348.0
0200302007;8467.0;8230.0
0200302008;7910.0;7607.0
0200302009;11061.0;10947.0
0200302010;10342.0;9984.0
0200302011;9539.0;9604.0
0200302012;9657.0;9338.0
0200302013;13699.0;13041.0
0200302014;9134.0;8770.0
0200302015;8378.0;8214.0
0200302016;11154.0;10693.0
0200302017;8630.0;8536.0
0200302018;11248.0;10826.0
0200302019;7585.0;7203.0
0200302020;7160.0;6933.0
0200302021;9127.0;9012.0
0200302022;10715.0;10313.0
0200302023;8853.0;8829.0
0200302024;12176.0;12328.0
0200303;9652.0;9336.0
0200303001;13418.0;12859.0
0200303002;11923.0;11472.0
0200303003;10099.0;9533.0
0200303004;9587.0;9350.0
0200303005;8984.0;8658.0
0200303006;8225.0;7890.0
0200303007;8519.0;8149.0
0200303008;7846.0;7629.0
0200303009;8205.0;8041.0
0200303010;12624.0;12126.0
0200303011;16945.0;16290.0
0200303012;8067.0;7968.0
0200303013;7971.0;7791.0
0200303014;7455.0;7363.0
0200304;9751.0;9509.0
0200304001;10964.0;10879.0
0200304002;9270.0;9152.0
0200304003;10930.0;10448.0
0200304004;10057.0;9997.0
0200304005;8661.0;8551.0
0200304006;7388.0;7327.0
0200304007;11306.0;10989.0
0200304008;9789.0;9524.0
0200304009;9306.0;9062.0
0200304010;11903.0;11112.0
0200304011;9849.0;9712.0
0200304012;8030.0;7827.0
0200304013;9513.0;9154.0
0200304014;10052.0;9730.0
0200305;10198.0;9903.0
0200305001;14633.0;13755.0
0200305002;11383.0;11283.0
0200305003;12752.0;12774.0
0200305004;8753.0;8546.0
0200305005;8897.0;8478.0
0200305006;8620.0;8287.0
0200305007;9333.0;9060.0
0200305008;8094.0;7669.0
0200305009;9247.0;8979.0
0200305010;13540.0;12896.0
0200305011;9936.0;9765.0
0200305012;8763.0;8801.0
0200305013;8321.0;8180.0
