CURSO_ACAD;COD_CENTRO;NOM_CENTRO;REG_JUR;COD_TIPO;DESC_TIPO_ES;DESC_TIPO_VA;DIRECCION;LOCALIDAD;COD_MUN;NOM_MUN_OF;COD_PROV;NOM_PROV_ES;NOM_PROV_VA;COD_ENSE;DESC_ENSE_ES;DESC_ENSE_VA;COD_CURSO;IDIOMA;UNIDADES;MATRICULADOS
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;1;25
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;1;21
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;1;19
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;1;26
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;1;22
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;V;2;34
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;2;34
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;2;35
2018;3000047;CEIP LA RAMBLA;PUB;P;PÚBLICO;PÚBLIC;DE ALCOY S/N;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;1;27
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;1;15
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;1;22
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;1;12
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;1;14
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;1;21
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;C;1;24
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;1;22
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;1;16
2018;3000060;CENTRE PRIVAT LA MILAGROSA;PRI;C;CONCERTADO;CONCERTAT;JUAN XXIII 2;AGOST;2;AGOST;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;1;21
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;1;5
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;1;8
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;1;3
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;1;4
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;1;8
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;1;4
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;1;8
2018;3000096;CEIP MIRADOR D'AIGÜES;PUB;P;PÚBLICO;PÚBLIC;DEL DOCTOR SAPENA S/N;AIGÜES;4;AIGÜES;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;1;3
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;3;75
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;3;75
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;C;4;86
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;3;64
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;4;84
2018;3000138;CEP VIRGEN DEL ROSARIO;PUB;P;PÚBLICO;PÚBLIC;CALVARIO 70;ALBATERA;5;ALBATERA;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;3;74
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;1;16
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;1;12
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;1;18
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;1;15
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;1;15
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;C;1;23
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;1;21
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;1;18
2018;3000151;CEIP JESÚS SÁNCHEZ;PUB;P;PÚBLICO;PÚBLIC;SALVADOR 1;SAN ISIDRO;904;SAN ISIDRO;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;1;17
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;1;4
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;V;1;3
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;V;1;4
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;V;1;2
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;O;1;3
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;V;1;5
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;V;1;6
2018;3000163;CEIP MOSQUERA;PUB;P;PÚBLICO;PÚBLIC;LES ESCOLES S/N;ALCALALÍ;6;ALCALALÍ;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;V;1;5
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;2INF;O;1;18
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;3;56
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;3;65
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;3;56
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;3;49
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;3;56
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;V;3;61
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;V;3;59
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;V;3;72
2018;3000230;CEIP EL ROMERAL;PUB;P;PÚBLICO;PÚBLIC;MESTRE RIBERA MONTÉS 10;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;V;3;69
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;2;30
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;2;32
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;2;29
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;2;42
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;2;42
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;V;2;50
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;1;17
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;V;1;26
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;1;18
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;V;1;19
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;1;25
2018;3000266;CEIP SAN VICENTE;PUB;P;PÚBLICO;PÚBLIC;SAN VICENTE 50;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;V;1;25
2018;3000308;CEE PÚB. TOMÀS LLÀCER;PUB;P;PÚBLICO;PÚBLIC;PERIÓDICO CIUDAD 4;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;18;EDUCACIÓN ESPECIAL;EDUCACIÓ ESPECIAL;EEESO;C;1;15
2018;3000308;CEE PÚB. TOMÀS LLÀCER;PUB;P;PÚBLICO;PÚBLIC;PERIÓDICO CIUDAD 4;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;18;EDUCACIÓN ESPECIAL;EDUCACIÓ ESPECIAL;EEINF;C;1;3
2018;3000308;CEE PÚB. TOMÀS LLÀCER;PUB;P;PÚBLICO;PÚBLIC;PERIÓDICO CIUDAD 4;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;18;EDUCACIÓN ESPECIAL;EDUCACIÓ ESPECIAL;EEPRI;C;1;15
2018;3000308;CEE PÚB. TOMÀS LLÀCER;PUB;P;PÚBLICO;PÚBLIC;PERIÓDICO CIUDAD 4;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;18;EDUCACIÓN ESPECIAL;EDUCACIÓ ESPECIAL;EETVA;C;1;17
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;2;42
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;2;43
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;2;47
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;EPRI;C;1;0
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;EPRI;O;1;8
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;2;47
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;2;49
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;C;2;51
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;2;49
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;5PRI;C;2;50
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;6PRI;C;2;52
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;3;EDUCACIÓN SECUNDARIA OBLIGATORIA;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1ESO;C;2;56
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;3;EDUCACIÓN SECUNDARIA OBLIGATORIA;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2ESO;C;2;55
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;3;EDUCACIÓN SECUNDARIA OBLIGATORIA;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3ESO;C;2;56
2018;3000345;CENTRE PRIVAT JOSÉ ARNAUDA;PRI;C;CONCERTADO;CONCERTAT;PADRE POVEDA 1;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;3;EDUCACIÓN SECUNDARIA OBLIGATORIA;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4ESO;C;2;60
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;3INF;O;2;34
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;4INF;O;2;40
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;1;EDUCACIÓN INFANTIL;EDUCACIÓ INFANTIL;5INF;O;2;38
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;1PRI;O;2;39
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;2PRI;O;2;43
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;C;1;19
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;3PRI;V;1;26
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;C;1;23
2018;3000357;CENTRE PRIVAT LA PRESENTACIÓN;PRI;C;CONCERTADO;CONCERTAT;PINTOR CASANOVA 22;ALCOI;9;ALCOI;3;ALICANTE;ALACANT;2;EDUCACIÓN PRIMARIA;EDUCACIÓ PRIMÀRIA;4PRI;V;1;25
