LATITUDE,LONGITUDE
541,39.4713871,-0.3802427
542,39.47546210000001,-0.3863585
543,39.4639292,-0.3337298
544,39.4802641,-0.4007465
545,39.46873009999999,-0.3977954
546,39.475148,-0.3544636
547,39.4995349,-0.3700538
548,39.4924741,-0.382063
549,39.482737,-0.347678
550,39.4821109,-0.3428962
551,39.4678501,-0.3886052
552,39.460429,-0.3858363
553,39.4768363,-0.3847961
554,39.465926,-0.4093284
555,39.4759944,-0.3754573
556,39.4626043,-0.330659
557,39.4561901,-0.3599863
558,39.46532,-0.40205
559,39.4741872,-0.3702706
560,39.4650117,-0.3475159
561,39.4881447,-0.3582173
562,39.4954698,-0.3707129
563,39.476276,-0.3491517000000001
564,39.4709053,-0.3816412
565,39.4995349,-0.3700538
566,39.4840797,-0.3419214
567,39.482737,-0.347678
568,39.482737,-0.347678
569,39.4840797,-0.3419214
570,39.482737,-0.347678
571,39.4840797,-0.3419214
572,39.4719765,-0.3730332
573,39.4794197,-0.3629933
574,39.4660686,-0.3647123
575,39.4510747,-0.7357883
576,39.4840108,-0.7532808999999999
577,39.4487188,-0.377251
578,39.4643179,-1.3005411
579,39.449833,-0.3666339
580,39.4543133,-0.3940836
581,39.4723336,-0.3623684
582,39.4710995,-0.3761474
583,39.4794841,-0.3708623
584,39.4764868,-0.3764385000000001
585,39.47804180000001,-0.3749048
586,39.4775506,-0.3754215
587,39.4839898,-0.3926790000000001
588,39.4969038,-0.3706079
589,39.4755759,-0.3728493
590,39.4717838,-0.3570738
591,39.4749096,-0.3695011
592,39.47957890000001,-0.3459831
593,39.475888,-0.393696
594,39.434313,-0.3929547
595,39.4753723,-0.3808101
596,39.4674815,-0.3289587
597,39.4735205,-0.3760081
598,39.4726395,-0.3746288
599,39.0710445,-0.2642568
600,39.4697667,-0.3811256
601,39.4760703,-0.3570003
602,39.4760247,-0.3706144
603,39.4488551,-0.3317077
604,39.4609033,-0.3706058
605,39.4823542,-0.3646482
606,39.47869060000001,-0.39244
607,39.4659375,-0.3705992
608,39.4840108,-0.7532808999999999
609,39.46662550000001,-0.3761198
610,39.473368,-0.374155
611,39.5680374,-0.6213659
612,38.5999442,-0.0492086
613,39.4736777,-0.4111647
614,39.4753839,-0.4602716
615,39.26423,-0.4748000000000001
616,,
617,39.5775997,-0.5408982
618,38.3551002,-0.4838696
619,39.4734098,-0.3748157
620,39.07667,-0.26442
621,39.4840108,-0.7532808999999999
622,39.9860791,-0.03794869999999999
623,39.3780205,-0.4116097
624,39.452971,-0.3396552
625,38.9239691,-0.0912388
626,39.4217156,-0.38759
627,39.669445,-0.3390814
628,39.3341937,-0.6083257
629,39.4840108,-0.7532808999999999
630,39.4840108,-0.7532808999999999
631,39.4023917,-0.4054315
632,39.4840108,-0.7532808999999999
633,38.3443482,-0.765389
634,39.0315733,-0.2146713
635,39.4928076,-0.3963037
636,38.94627,-0.16186
637,39.4383893,-0.4540555999999999
638,43.3619145,-5.8493887
639,39.4516714,-0.4616141
640,39.5939486,-0.5851628999999999
641,39.6690405,-0.3395591000000001
642,39.4228693,-0.3965072
643,38.9323534,-0.184983
644,39.469673,-0.3762445
645,39.6800573,-0.2811494
646,39.4792899,-0.3920104
647,39.4226696,-0.3399662
648,38.3449713,-0.4855901
649,39.4840108,-0.7532808999999999
650,38.9313814,-0.0989195
651,39.4671944,-0.3743109
652,38.3448307,-0.4855902
653,39.469673,-0.3762445
654,39.6140014,-0.5736319999999999
655,39.3983501,-0.408104
656,39.9795017,-0.0444311
657,39.4457661,-0.5068016000000001
658,39.4703122,-0.3759803
659,38.9140935,-0.1148554
660,39.93930599999999,-0.0634898
661,39.4670046,-0.3786425
662,39.5071828,-0.4106405
663,39.5081318,-0.4198022
664,39.5097425,-0.4202637
665,39.7251592,-0.9736733000000001
666,39.1884408,-0.4352592
667,39.6470687,-1.3995874
668,39.4976162,-0.3511598
669,38.7732302,0.0812968
670,39.4509974,-0.471262
671,39.0700976,-0.5660255
672,38.34522210000001,-0.4920132
673,39.6691153,-0.3394256
674,39.5436016,-0.3466247
675,38.8397322,-0.1148406
676,39.5545465,-0.4985938
677,39.4626603,-0.3279625
678,40.1308786,-1.3038466
679,39.4967451,-0.465484
680,39.4016229,-0.4042811000000001
681,39.5673562,-1.2075326
682,39.4655807,-0.3814623
683,38.8046343,-0.159713
